sl,token_index,reading,form,lemma,pos,morph,gloss
393,3,"καὶ προσήπτετο ὧν ἐξέθρεψεν μασθοῖς,",ὧν,ὅς,pron,rel pron gen pl n,of which
393,4,"καὶ προσήπτετο ὧν ἐξέθρεψεν μασθοῖς,",ἐξέθρεψεν,ἐκτρέφω,verb,aor act ind 3sg,she nurtured
393,5,"καὶ προσήπτετο ὧν ἐξέθρεψεν μασθοῖς,",μασθοῖς,μαστός,noun,dat pl m,breasts
394,1,"καὶ τὸν καρπὸν τῆς κοιλίας εἰς κοιλίαν κατώρυσσεν,",καὶ,καί,conj,coord conj,and
394,2,"καὶ τὸν καρπὸν τῆς κοιλίας εἰς κοιλίαν κατώρυσσεν,",τὸν,ὁ,art,acc sg m,the
394,3,"καὶ τὸν καρπὸν τῆς κοιλίας εἰς κοιλίαν κατώρυσσεν,",καρπὸν,καρπός,noun,acc sg m,fruit; offspring
394,4,"καὶ τὸν καρπὸν τῆς κοιλίας εἰς κοιλίαν κατώρυσσεν,",τῆς,ὁ,art,gen sg f,of the
394,5,"καὶ τὸν καρπὸν τῆς κοιλίας εἰς κοιλίαν κατώρυσσεν,",κοιλίας,κοιλία,noun,gen sg f,womb
394,6,"καὶ τὸν καρπὸν τῆς κοιλίας εἰς κοιλίαν κατώρυσσεν,",εἰς,εἰς,prep,+acc,into
394,7,"καὶ τὸν καρπὸν τῆς κοιλίας εἰς κοιλίαν κατώρυσσεν,",κοιλίαν,κοιλία,noun,acc sg f,womb
394,8,"καὶ τὸν καρπὸν τῆς κοιλίας εἰς κοιλίαν κατώρυσσεν,",κατώρυσσεν,κατορύσσω,verb,impf act ind 3sg,was burying
395,1,"καὶ φοβερὸς τάφος ἐγίνετο ἡ δυστυχὴς μήτηρ,",καὶ,καί,conj,coord conj,and
395,2,"καὶ φοβερὸς τάφος ἐγίνετο ἡ δυστυχὴς μήτηρ,",φοβερὸς,φοβερός,adj,nom sg m,fearful
395,3,"καὶ φοβερὸς τάφος ἐγίνετο ἡ δυστυχὴς μήτηρ,",τάφος,τάφος,noun,nom sg m,tomb
395,4,"καὶ φοβερὸς τάφος ἐγίνετο ἡ δυστυχὴς μήτηρ,",ἐγίνετο,γίγνομαι,verb,impf mid ind 3sg,was becoming
395,5,"καὶ φοβερὸς τάφος ἐγίνετο ἡ δυστυχὴς μήτηρ,",ἡ,ὁ,art,nom sg f,the
395,6,"καὶ φοβερὸς τάφος ἐγίνετο ἡ δυστυχὴς μήτηρ,",δυστυχὴς,δυστυχής,adj,nom sg f,wretched
395,7,"καὶ φοβερὸς τάφος ἐγίνετο ἡ δυστυχὴς μήτηρ,",μήτηρ,μήτηρ,noun,nom sg f,mother
396,1,ὃ ἐκύησεν καταπίνουσα τέκνον οὐκέτι προσλαλοῦν.,ὃ,ὅς,pron,rel pron nom sg n,which; that which
396,2,ὃ ἐκύησεν καταπίνουσα τέκνον οὐκέτι προσλαλοῦν.,ἐκύησεν,κυέω,verb,aor act ind 3sg,she conceived
396,3,ὃ ἐκύησεν καταπίνουσα τέκνον οὐκέτι προσλαλοῦν.,καταπίνουσα,καταπίνω,ptcp,pres act ptcp nom sg f,swallowing up
396,4,ὃ ἐκύησεν καταπίνουσα τέκνον οὐκέτι προσλαλοῦν.,τέκνον,τέκνον,noun,acc sg n,child
396,5,ὃ ἐκύησεν καταπίνουσα τέκνον οὐκέτι προσλαλοῦν.,<UNCERTAIN: οὐκέτι προσλαλοῦν>,<UNCERTAIN>,unknown,uncertain,no longer speaking
397,1,"πολλὰ δὲ καὶ ἕτερα, ξένα καὶ φοβερώτερα καὶ ἀσελγέστερα,",πολλὰ,πολύς,adj,acc pl n,many
397,2,"πολλὰ δὲ καὶ ἕτερα, ξένα καὶ φοβερώτερα καὶ ἀσελγέστερα,",δὲ,δέ,ptcl,postpos advrs ptcl,and
397,3,"πολλὰ δὲ καὶ ἕτερα, ξένα καὶ φοβερώτερα καὶ ἀσελγέστερα,",καὶ,καί,conj,coord conj,also
397,4,"πολλὰ δὲ καὶ ἕτερα, ξένα καὶ φοβερώτερα καὶ ἀσελγέστερα,",ἕτερα,ἕτερος,adj,acc pl n,other
397,5,"πολλὰ δὲ καὶ ἕτερα, ξένα καὶ φοβερώτερα καὶ ἀσελγέστερα,",ξένα,ξένος,adj,acc pl n,strange
397,6,"πολλὰ δὲ καὶ ἕτερα, ξένα καὶ φοβερώτερα καὶ ἀσελγέστερα,",καὶ,καί,conj,coord conj,and
397,7,"πολλὰ δὲ καὶ ἕτερα, ξένα καὶ φοβερώτερα καὶ ἀσελγέστερα,",φοβερώτερα,φοβερός,adj,acc pl n comp,more fearful
397,8,"πολλὰ δὲ καὶ ἕτερα, ξένα καὶ φοβερώτερα καὶ ἀσελγέστερα,",καὶ,καί,conj,coord conj,and
397,9,"πολλὰ δὲ καὶ ἕτερα, ξένα καὶ φοβερώτερα καὶ ἀσελγέστερα,",ἀσελγέστερα,ἀσελγής,adj,acc pl n comp,more shameless
398,1,ἐν τοῖς ἀνθρώποις ηὑρίσκετο.,ἐν,ἐν,prep,+dat,among
398,2,ἐν τοῖς ἀνθρώποις ηὑρίσκετο.,τοῖς,ὁ,art,dat pl m,the
398,3,ἐν τοῖς ἀνθρώποις ηὑρίσκετο.,ἀνθρώποις,ἄνθρωπος,noun,dat pl m,men
398,4,ἐν τοῖς ἀνθρώποις ηὑρίσκετο.,ηὑρίσκετο,εὑρίσκω,verb,impf mp ind 3sg,was being found
399,1,"πατὴρ ἐπὶ παιδὸς κοίτην,",πατὴρ,πατήρ,noun,nom sg m,father
399,2,"πατὴρ ἐπὶ παιδὸς κοίτην,",ἐπὶ,ἐπί,prep,+acc,upon
399,3,"πατὴρ ἐπὶ παιδὸς κοίτην,",παιδὸς,παῖς,noun,gen sg m/n,child
399,4,"πατὴρ ἐπὶ παιδὸς κοίτην,",κοίτην,κοίτη,noun,acc sg f,bed
400,1,"καὶ υἱὸς ἐπὶ μητρός,",καὶ,καί,conj,coord conj,and
400,2,"καὶ υἱὸς ἐπὶ μητρός,",υἱὸς,υἱός,noun,nom sg m,son
400,3,"καὶ υἱὸς ἐπὶ μητρός,",ἐπὶ,ἐπί,prep,+gen,upon
400,4,"καὶ υἱὸς ἐπὶ μητρός,",μητρός,μήτηρ,noun,gen sg f,mother
401,1,"καὶ ἀδελφὸς ἐπὶ ἀδελφῆς,",καὶ,καί,conj,coord conj,and
401,2,"καὶ ἀδελφὸς ἐπὶ ἀδελφῆς,",ἀδελφὸς,ἀδελφός,noun,nom sg m,brother
401,3,"καὶ ἀδελφὸς ἐπὶ ἀδελφῆς,",ἐπὶ,ἐπί,prep,+gen,upon
401,4,"καὶ ἀδελφὸς ἐπὶ ἀδελφῆς,",ἀδελφῆς,ἀδελφή,noun,gen sg f,sister
402,1,"καὶ ἄρρην ἐπὶ ἄρρενος,",καὶ,καί,conj,coord conj,and
402,2,"καὶ ἄρρην ἐπὶ ἄρρενος,",ἄρρην,ἄρρην,adj,nom sg m,male
402,3,"καὶ ἄρρην ἐπὶ ἄρρενος,",ἐπὶ,ἐπί,prep,+gen,upon
402,4,"καὶ ἄρρην ἐπὶ ἄρρενος,",ἄρρενος,ἄρσην,noun,gen sg m,male
403,1,καὶ ἕτερος ἐπὶ τὴν γυναῖκα τοῦ πλησίον ἐχρεμέτιζον.,καὶ,καί,conj,coord conj,and
403,2,καὶ ἕτερος ἐπὶ τὴν γυναῖκα τοῦ πλησίον ἐχρεμέτιζον.,ἕτερος,ἕτερος,adj,nom sg m,another
403,3,καὶ ἕτερος ἐπὶ τὴν γυναῖκα τοῦ πλησίον ἐχρεμέτιζον.,ἐπὶ,ἐπί,prep,+acc,against; upon
403,4,καὶ ἕτερος ἐπὶ τὴν γυναῖκα τοῦ πλησίον ἐχρεμέτιζον.,τὴν,ὁ,art,acc sg f,the
403,5,καὶ ἕτερος ἐπὶ τὴν γυναῖκα τοῦ πλησίον ἐχρεμέτιζον.,γυναῖκα,γυνή,noun,acc sg f,woman; wife
403,6,καὶ ἕτερος ἐπὶ τὴν γυναῖκα τοῦ πλησίον ἐχρεμέτιζον.,τοῦ,ὁ,art,gen sg m,of the
403,7,καὶ ἕτερος ἐπὶ τὴν γυναῖκα τοῦ πλησίον ἐχρεμέτιζον.,πλησίον,πλησίον,noun,gen sg m,neighbor
403,8,καὶ ἕτερος ἐπὶ τὴν γυναῖκα τοῦ πλησίον ἐχρεμέτιζον.,ἐχρεμέτιζον,<UNCERTAIN: χρεμετίζω?>,verb,impf act ind 3pl,<UNCERTAIN: behaved like neighing horses?>
405,1,"Ἐπὶ δὲ τούτοις ἡ ἁμαρτία ηὐφραίνετο,",Ἐπὶ,ἐπί,prep,+dat,upon
405,2,"Ἐπὶ δὲ τούτοις ἡ ἁμαρτία ηὐφραίνετο,",δὲ,δέ,ptcl,postpos advrs ptcl,and; moreover
405,3,"Ἐπὶ δὲ τούτοις ἡ ἁμαρτία ηὐφραίνετο,",τούτοις,οὗτος,pron,dem pron dat pl n,these things
405,4,"Ἐπὶ δὲ τούτοις ἡ ἁμαρτία ηὐφραίνετο,",ἡ,ὁ,art,nom sg f,the
405,5,"Ἐπὶ δὲ τούτοις ἡ ἁμαρτία ηὐφραίνετο,",ἁμαρτία,ἁμαρτία,noun,nom sg f,sin
405,6,"Ἐπὶ δὲ τούτοις ἡ ἁμαρτία ηὐφραίνετο,",ηὐφραίνετο,εὐφραίνω,verb,impf mp ind 3sg,was rejoicing
406,1,ἣ τοῦ θανάτου σύνεργος ὑπάρχουσα,ἣ,ὅς,pron,rel pron nom sg f,which
406,2,ἣ τοῦ θανάτου σύνεργος ὑπάρχουσα,τοῦ,ὁ,art,gen sg m,of the
406,3,ἣ τοῦ θανάτου σύνεργος ὑπάρχουσα,θανάτου,θάνατος,noun,gen sg m,death
406,4,ἣ τοῦ θανάτου σύνεργος ὑπάρχουσα,σύνεργος,σύνεργος,adj,nom sg f,co-operating; allied
406,5,ἣ τοῦ θανάτου σύνεργος ὑπάρχουσα,ὑπάρχουσα,ὑπάρχω,ptcp,pres act ptcp nom sg f,being
407,1,"προοδοιπορεῖ εἰς τὰς τῶν ἀνθρώπων ψυχάς,",προοδοιπορεῖ,προοδοιπορέω,verb,pres act ind 3sg,goes ahead; precedes
407,2,"προοδοιπορεῖ εἰς τὰς τῶν ἀνθρώπων ψυχάς,",εἰς,εἰς,prep,+acc,into
407,3,"προοδοιπορεῖ εἰς τὰς τῶν ἀνθρώπων ψυχάς,",τὰς,ὁ,art,acc pl f,the
407,4,"προοδοιπορεῖ εἰς τὰς τῶν ἀνθρώπων ψυχάς,",τῶν,ὁ,art,gen pl m,of the
407,5,"προοδοιπορεῖ εἰς τὰς τῶν ἀνθρώπων ψυχάς,",ἀνθρώπων,ἄνθρωπος,noun,gen pl m,men
407,6,"προοδοιπορεῖ εἰς τὰς τῶν ἀνθρώπων ψυχάς,",ψυχάς,ψυχή,noun,acc pl f,souls
408,1,καὶ ἑτοιμάζει αὐτῷ τροφὰς τὰ τῶν νεκρῶν σώματα.,καὶ,καί,conj,coord conj,and
408,2,καὶ ἑτοιμάζει αὐτῷ τροφὰς τὰ τῶν νεκρῶν σώματα.,ἑτοιμάζει,ἑτοιμάζω,verb,pres act ind 3sg,prepares
408,3,καὶ ἑτοιμάζει αὐτῷ τροφὰς τὰ τῶν νεκρῶν σώματα.,αὐτῷ,αὐτός,pron,dat sg m,for it; for him
408,4,καὶ ἑτοιμάζει αὐτῷ τροφὰς τὰ τῶν νεκρῶν σώματα.,τροφὰς,τροφή,noun,acc pl f,food
408,5,καὶ ἑτοιμάζει αὐτῷ τροφὰς τὰ τῶν νεκρῶν σώματα.,τὰ,ὁ,art,acc pl n,the
408,6,καὶ ἑτοιμάζει αὐτῷ τροφὰς τὰ τῶν νεκρῶν σώματα.,τῶν,ὁ,art,gen pl m,of the
408,7,καὶ ἑτοιμάζει αὐτῷ τροφὰς τὰ τῶν νεκρῶν σώματα.,νεκρῶν,νεκρός,adj,gen pl m subst,dead
408,8,καὶ ἑτοιμάζει αὐτῷ τροφὰς τὰ τῶν νεκρῶν σώματα.,σώματα,σῶμα,noun,acc pl n,bodies
409,1,εἰς πᾶσαν δὲ ψυχὴν ἐτίθει ἡ ἁμαρτία ἴχνος,εἰς,εἰς,prep,+acc,into
409,2,εἰς πᾶσαν δὲ ψυχὴν ἐτίθει ἡ ἁμαρτία ἴχνος,πᾶσαν,πᾶς,adj,acc sg f,every
409,3,εἰς πᾶσαν δὲ ψυχὴν ἐτίθει ἡ ἁμαρτία ἴχνος,δὲ,δέ,ptcl,postpos advrs ptcl,and
409,4,εἰς πᾶσαν δὲ ψυχὴν ἐτίθει ἡ ἁμαρτία ἴχνος,ψυχὴν,ψυχή,noun,acc sg f,soul
409,5,εἰς πᾶσαν δὲ ψυχὴν ἐτίθει ἡ ἁμαρτία ἴχνος,ἐτίθει,τίθημι,verb,impf act ind 3sg,was placing
409,6,εἰς πᾶσαν δὲ ψυχὴν ἐτίθει ἡ ἁμαρτία ἴχνος,ἡ,ὁ,art,nom sg f,the
409,7,εἰς πᾶσαν δὲ ψυχὴν ἐτίθει ἡ ἁμαρτία ἴχνος,ἁμαρτία,ἁμαρτία,noun,nom sg f,sin
409,8,εἰς πᾶσαν δὲ ψυχὴν ἐτίθει ἡ ἁμαρτία ἴχνος,ἴχνος,ἴχνος,noun,acc sg n,track; mark
410,1,καὶ εἰς οὗς ἂν ἔθηκεν τούτους ἔδει τελευτᾶν.,καὶ,καί,conj,coord conj,and
410,2,καὶ εἰς οὗς ἂν ἔθηκεν τούτους ἔδει τελευτᾶν.,εἰς,εἰς,prep,+acc,into
410,3,καὶ εἰς οὗς ἂν ἔθηκεν τούτους ἔδει τελευτᾶν.,οὗς,ὅς,pron,rel pron acc pl m,whom
410,4,καὶ εἰς οὗς ἂν ἔθηκεν τούτους ἔδει τελευτᾶν.,ἂν,ἄν,ptcl,modal ptcl,ever
410,5,καὶ εἰς οὗς ἂν ἔθηκεν τούτους ἔδει τελευτᾶν.,ἔθηκεν,τίθημι,verb,aor act ind 3sg,placed
410,6,καὶ εἰς οὗς ἂν ἔθηκεν τούτους ἔδει τελευτᾶν.,τούτους,οὗτος,pron,dem pron acc pl m,these
410,7,καὶ εἰς οὗς ἂν ἔθηκεν τούτους ἔδει τελευτᾶν.,ἔδει,δεῖ,verb,impf act ind 3sg,it was necessary
410,8,καὶ εἰς οὗς ἂν ἔθηκεν τούτους ἔδει τελευτᾶν.,τελευτᾶν,τελευτάω,verb,pres act inf,to die
411,1,πᾶσα οὖν σὰρξ ὑπὸ ἁμαρτίαν ἔπιπτεν,πᾶσα,πᾶς,adj,nom sg f,all
411,2,πᾶσα οὖν σὰρξ ὑπὸ ἁμαρτίαν ἔπιπτεν,οὖν,οὖν,ptcl,infer ptcl,therefore
411,3,πᾶσα οὖν σὰρξ ὑπὸ ἁμαρτίαν ἔπιπτεν,σὰρξ,σάρξ,noun,nom sg f,flesh
411,4,πᾶσα οὖν σὰρξ ὑπὸ ἁμαρτίαν ἔπιπτεν,ὑπὸ,ὑπό,prep,+acc,under
411,5,πᾶσα οὖν σὰρξ ὑπὸ ἁμαρτίαν ἔπιπτεν,ἁμαρτίαν,ἁμαρτία,noun,acc sg f,sin
411,6,πᾶσα οὖν σὰρξ ὑπὸ ἁμαρτίαν ἔπιπτεν,ἔπιπτεν,πίπτω,verb,impf act ind 3sg,was falling
412,1,"καὶ πᾶν σῶμα ὑπὸ θάνατον,",καὶ,καί,conj,coord conj,and
412,2,"καὶ πᾶν σῶμα ὑπὸ θάνατον,",πᾶν,πᾶς,adj,nom sg n,every
412,3,"καὶ πᾶν σῶμα ὑπὸ θάνατον,",σῶμα,σῶμα,noun,nom sg n,body
412,4,"καὶ πᾶν σῶμα ὑπὸ θάνατον,",ὑπὸ,ὑπό,prep,+acc,under
412,5,"καὶ πᾶν σῶμα ὑπὸ θάνατον,",θάνατον,θάνατος,noun,acc sg m,death
415,1,καὶ πᾶσα ψυχὴ ἐκ τοῦ σαρκίνου οἴκου ἐξηλαύνετο.,καὶ,καί,conj,coord conj,and
415,2,καὶ πᾶσα ψυχὴ ἐκ τοῦ σαρκίνου οἴκου ἐξηλαύνετο.,πᾶσα,πᾶς,adj,nom sg f,every
415,3,καὶ πᾶσα ψυχὴ ἐκ τοῦ σαρκίνου οἴκου ἐξηλαύνετο.,ψυχὴ,ψυχή,noun,nom sg f,soul
415,4,καὶ πᾶσα ψυχὴ ἐκ τοῦ σαρκίνου οἴκου ἐξηλαύνετο.,ἐκ,ἐκ,prep,+gen,out of
415,5,καὶ πᾶσα ψυχὴ ἐκ τοῦ σαρκίνου οἴκου ἐξηλαύνετο.,τοῦ,ὁ,art,gen sg m,the
415,6,καὶ πᾶσα ψυχὴ ἐκ τοῦ σαρκίνου οἴκου ἐξηλαύνετο.,σαρκίνου,σαρκίνος,adj,gen sg m,fleshly
415,7,καὶ πᾶσα ψυχὴ ἐκ τοῦ σαρκίνου οἴκου ἐξηλαύνετο.,οἴκου,οἶκος,noun,gen sg m,house
415,8,καὶ πᾶσα ψυχὴ ἐκ τοῦ σαρκίνου οἴκου ἐξηλαύνετο.,ἐξηλαύνετο,ἐξωθέω,verb,impf mp ind 3sg,was driven out
416,1,"καὶ τὸ λημφθὲν ἐκ γῆς εἰς γῆν ἀνελύετο,",καὶ,καί,conj,coord conj,and
416,2,"καὶ τὸ λημφθὲν ἐκ γῆς εἰς γῆν ἀνελύετο,",τὸ,ὁ,art,nom sg n,the
416,3,"καὶ τὸ λημφθὲν ἐκ γῆς εἰς γῆν ἀνελύετο,",λημφθὲν,λαμβάνω,ptcp,aor pass ptcp nom sg n,having been taken
416,4,"καὶ τὸ λημφθὲν ἐκ γῆς εἰς γῆν ἀνελύετο,",ἐκ,ἐκ,prep,+gen,from
416,5,"καὶ τὸ λημφθὲν ἐκ γῆς εἰς γῆν ἀνελύετο,",γῆς,γῆ,noun,gen sg f,earth
416,6,"καὶ τὸ λημφθὲν ἐκ γῆς εἰς γῆν ἀνελύετο,",εἰς,εἰς,prep,+acc,into
416,7,"καὶ τὸ λημφθὲν ἐκ γῆς εἰς γῆν ἀνελύετο,",γῆν,γῆ,noun,acc sg f,earth
416,8,"καὶ τὸ λημφθὲν ἐκ γῆς εἰς γῆν ἀνελύετο,",ἀνελύετο,ἀναλύω,verb,impf mp ind 3sg,was being dissolved; returned
417,1,καὶ τὸ δωρηθὲν ἐκ θεοῦ εἰς ἄδην κατεκλείετο·,καὶ,καί,conj,coord conj,and
417,2,καὶ τὸ δωρηθὲν ἐκ θεοῦ εἰς ἄδην κατεκλείετο·,τὸ,ὁ,art,nom sg n,the
417,3,καὶ τὸ δωρηθὲν ἐκ θεοῦ εἰς ἄδην κατεκλείετο·,δωρηθὲν,δωρέω,ptcp,aor pass ptcp nom sg n,having been given
417,4,καὶ τὸ δωρηθὲν ἐκ θεοῦ εἰς ἄδην κατεκλείετο·,ἐκ,ἐκ,prep,+gen,from
417,5,καὶ τὸ δωρηθὲν ἐκ θεοῦ εἰς ἄδην κατεκλείετο·,θεοῦ,θεός,noun,gen sg m,God
417,6,καὶ τὸ δωρηθὲν ἐκ θεοῦ εἰς ἄδην κατεκλείετο·,εἰς,εἰς,prep,+acc,into
417,7,καὶ τὸ δωρηθὲν ἐκ θεοῦ εἰς ἄδην κατεκλείετο·,ἄδην,ᾅδης,noun,acc sg m,Hades
417,8,καὶ τὸ δωρηθὲν ἐκ θεοῦ εἰς ἄδην κατεκλείετο·,κατεκλείετο,κατακλείω,verb,impf mp ind 3sg,was being shut up
418,1,"καὶ λύσις ἐγίνετο τῆς καλῆς ἁρμογῆς,",καὶ,καί,conj,coord conj,and
418,2,"καὶ λύσις ἐγίνετο τῆς καλῆς ἁρμογῆς,",λύσις,λύσις,noun,nom sg f,dissolution; loosening
418,3,"καὶ λύσις ἐγίνετο τῆς καλῆς ἁρμογῆς,",ἐγίνετο,γίγνομαι,verb,impf mid ind 3sg,was coming to be
418,4,"καὶ λύσις ἐγίνετο τῆς καλῆς ἁρμογῆς,",τῆς,ὁ,art,gen sg f,of the
418,5,"καὶ λύσις ἐγίνετο τῆς καλῆς ἁρμογῆς,",καλῆς,καλός,adj,gen sg f,good; beautiful
418,6,"καὶ λύσις ἐγίνετο τῆς καλῆς ἁρμογῆς,",ἁρμογῆς,ἁρμογή,noun,gen sg f,joining; fitting
419,1,καὶ διεχωρίζετο τὸ καλὸν σῶμα.,καὶ,καί,conj,coord conj,and
419,2,καὶ διεχωρίζετο τὸ καλὸν σῶμα.,διεχωρίζετο,διαχωρίζω,verb,impf mp ind 3sg,was being separated
419,3,καὶ διεχωρίζετο τὸ καλὸν σῶμα.,τὸ,ὁ,art,nom sg n,the
419,4,καὶ διεχωρίζετο τὸ καλὸν σῶμα.,καλὸν,καλός,adj,nom sg n,beautiful
419,5,καὶ διεχωρίζετο τὸ καλὸν σῶμα.,σῶμα,σῶμα,noun,nom sg n,body
420,1,ἦν γὰρ ὁ ἄνθρωπος ὑπὸ τοῦ θανάτου μεριζόμενος.,ἦν,εἰμί,verb,impf act ind 3sg,was
420,2,ἦν γὰρ ὁ ἄνθρωπος ὑπὸ τοῦ θανάτου μεριζόμενος.,γὰρ,γάρ,ptcl,postpos expl ptcl,for
420,3,ἦν γὰρ ὁ ἄνθρωπος ὑπὸ τοῦ θανάτου μεριζόμενος.,ὁ,ὁ,art,nom sg m,the
420,4,ἦν γὰρ ὁ ἄνθρωπος ὑπὸ τοῦ θανάτου μεριζόμενος.,ἄνθρωπος,ἄνθρωπος,noun,nom sg m,man
420,5,ἦν γὰρ ὁ ἄνθρωπος ὑπὸ τοῦ θανάτου μεριζόμενος.,ὑπὸ,ὑπό,prep,+gen,by
420,6,ἦν γὰρ ὁ ἄνθρωπος ὑπὸ τοῦ θανάτου μεριζόμενος.,τοῦ,ὁ,art,gen sg m,the
420,7,ἦν γὰρ ὁ ἄνθρωπος ὑπὸ τοῦ θανάτου μεριζόμενος.,θανάτου,θάνατος,noun,gen sg m,death
420,8,ἦν γὰρ ὁ ἄνθρωπος ὑπὸ τοῦ θανάτου μεριζόμενος.,μεριζόμενος,μερίζω,ptcp,pres mp ptcp nom sg m,being divided
421,1,"καινὴ γὰρ συμφορὰ καὶ ἅλωσις περιεῖχεν αὐτόν,",καινὴ,καινός,adj,nom sg f,new
421,2,"καινὴ γὰρ συμφορὰ καὶ ἅλωσις περιεῖχεν αὐτόν,",γὰρ,γάρ,ptcl,postpos expl ptcl,for
421,3,"καινὴ γὰρ συμφορὰ καὶ ἅλωσις περιεῖχεν αὐτόν,",συμφορὰ,συμφορά,noun,nom sg f,misfortune
421,4,"καινὴ γὰρ συμφορὰ καὶ ἅλωσις περιεῖχεν αὐτόν,",καὶ,καί,conj,coord conj,and
421,5,"καινὴ γὰρ συμφορὰ καὶ ἅλωσις περιεῖχεν αὐτόν,",ἅλωσις,ἅλωσις,noun,nom sg f,capture; seizure
421,6,"καινὴ γὰρ συμφορὰ καὶ ἅλωσις περιεῖχεν αὐτόν,",περιεῖχεν,περιέχω,verb,impf act ind 3sg,was encompassing
421,7,"καινὴ γὰρ συμφορὰ καὶ ἅλωσις περιεῖχεν αὐτόν,",αὐτόν,αὐτός,pron,acc sg m,him
422,1,"καὶ εἵλκετο αἰχμάλωτος ὑπὸ τὰς τοῦ θανάτου σκιάς,",καὶ,καί,conj,coord conj,and
422,2,"καὶ εἵλκετο αἰχμάλωτος ὑπὸ τὰς τοῦ θανάτου σκιάς,",εἵλκετο,ἕλκω,verb,impf mp ind 3sg,was being dragged
422,3,"καὶ εἵλκετο αἰχμάλωτος ὑπὸ τὰς τοῦ θανάτου σκιάς,",αἰχμάλωτος,αἰχμάλωτος,adj,nom sg m,captive
422,4,"καὶ εἵλκετο αἰχμάλωτος ὑπὸ τὰς τοῦ θανάτου σκιάς,",ὑπὸ,ὑπό,prep,+acc,under
422,5,"καὶ εἵλκετο αἰχμάλωτος ὑπὸ τὰς τοῦ θανάτου σκιάς,",τὰς,ὁ,art,acc pl f,the
422,6,"καὶ εἵλκετο αἰχμάλωτος ὑπὸ τὰς τοῦ θανάτου σκιάς,",τοῦ,ὁ,art,gen sg m,of the
422,7,"καὶ εἵλκετο αἰχμάλωτος ὑπὸ τὰς τοῦ θανάτου σκιάς,",θανάτου,θάνατος,noun,gen sg m,death
422,8,"καὶ εἵλκετο αἰχμάλωτος ὑπὸ τὰς τοῦ θανάτου σκιάς,",σκιάς,σκιά,noun,acc pl f,shadows
423,1,ἔκειτο δὲ ἔρημος ἡ τοῦ πατρὸς εἰκών.,ἔκειτο,κεῖμαι,verb,impf mid ind 3sg,was lying
423,2,ἔκειτο δὲ ἔρημος ἡ τοῦ πατρὸς εἰκών.,δὲ,δέ,ptcl,postpos advrs ptcl,and; but
423,3,ἔκειτο δὲ ἔρημος ἡ τοῦ πατρὸς εἰκών.,ἔρημος,ἔρημος,adj,nom sg f,desolate; deserted
423,4,ἔκειτο δὲ ἔρημος ἡ τοῦ πατρὸς εἰκών.,ἡ,ὁ,art,nom sg f,the
423,5,ἔκειτο δὲ ἔρημος ἡ τοῦ πατρὸς εἰκών.,τοῦ,ὁ,art,gen sg m,of the
423,6,ἔκειτο δὲ ἔρημος ἡ τοῦ πατρὸς εἰκών.,πατρὸς,πατήρ,noun,gen sg m,father
423,7,ἔκειτο δὲ ἔρημος ἡ τοῦ πατρὸς εἰκών.,εἰκών,εἰκών,noun,nom sg f,image
424,1,διὰ ταύτην οὖν τὴν αἰτίαν τὸ τοῦ πάσχα μυστήριον,διὰ,διά,prep,+acc,because of
424,2,διὰ ταύτην οὖν τὴν αἰτίαν τὸ τοῦ πάσχα μυστήριον,ταύτην,οὗτος,pron,dem pron acc sg f,this
424,3,διὰ ταύτην οὖν τὴν αἰτίαν τὸ τοῦ πάσχα μυστήριον,οὖν,οὖν,ptcl,infer ptcl,therefore
424,4,διὰ ταύτην οὖν τὴν αἰτίαν τὸ τοῦ πάσχα μυστήριον,τὴν,ὁ,art,acc sg f,the
424,5,διὰ ταύτην οὖν τὴν αἰτίαν τὸ τοῦ πάσχα μυστήριον,αἰτίαν,αἰτία,noun,acc sg f,cause
424,6,διὰ ταύτην οὖν τὴν αἰτίαν τὸ τοῦ πάσχα μυστήριον,τὸ,ὁ,art,nom sg n,the
424,7,διὰ ταύτην οὖν τὴν αἰτίαν τὸ τοῦ πάσχα μυστήριον,τοῦ,ὁ,art,gen sg n,of the
424,8,διὰ ταύτην οὖν τὴν αἰτίαν τὸ τοῦ πάσχα μυστήριον,πάσχα,πάσχα,noun,indecl n,Passover
424,9,διὰ ταύτην οὖν τὴν αἰτίαν τὸ τοῦ πάσχα μυστήριον,μυστήριον,μυστήριον,noun,nom sg n,mystery
425,1,τετέλεσται ἐν τῷ τοῦ κυρίου σώματι.,τετέλεσται,τελέω,verb,pf mp ind 3sg,has been completed
425,2,τετέλεσται ἐν τῷ τοῦ κυρίου σώματι.,ἐν,ἐν,prep,+dat,in
425,3,τετέλεσται ἐν τῷ τοῦ κυρίου σώματι.,τῷ,ὁ,art,dat sg n,the
425,4,τετέλεσται ἐν τῷ τοῦ κυρίου σώματι.,τοῦ,ὁ,art,gen sg m,of the
425,5,τετέλεσται ἐν τῷ τοῦ κυρίου σώματι.,κυρίου,κύριος,noun,gen sg m,Lord
425,6,τετέλεσται ἐν τῷ τοῦ κυρίου σώματι.,σώματι,σῶμα,noun,dat sg n,body
427,1,Πρότερον δὲ ὁ κύριος προῳκονόμησεν τὰ ἑαυτοῦ πάθη,Πρότερον,πρότερον,adv,adv,previously
